60, 2.315729520405125
90, 2.3807212326830673
120, 2.458669895076674
150, 2.549680694722779
180, 2.6631637293916977
210, 2.8160432472054198
240, 3.013317189994679
270, 3.316737493553379
300, 3.7275938213094597
330, 4.20244011284945
360, 4.647959647772937
390, 5.012534581516621
400, 5.136397753203442
420, 5.321364452423712
450, 5.553765837394205
480, 5.75718645806617
500, 5.8854242583816
750, 6.539176408636126
1000, 6.777945058802875
1250, 6.938051781639452
2000, 7.182615587151138
3000, 7.273500757193342
4000, 7.277058051489145
5000, 7.345941275450115
8000, 7.373445566212342
10000, 7.411129564193175
20000, 7.426808345953223
50000, 7.461660272589602
